Whiskey$Meta Critic$STDEV$#$Cost$Class$Super Cluster$Cluster$body$sweet$sherry$malt$aperitif$smoky$pungent$fruity$honey$floral$spicy$medicinal$nutty$winey$images$links
Macallan 10yo Full Proof 57% 1980 (OB, Giovinetti & Figli)$9.57$0.24$3$"$$$$$+"$SingleMalt-like$ABC$A$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.7475651746221986$-0.3333333333333333$0.3333333333333334$1.2576562910450648$-0.8432740427115677$0.7647191129018726$-0.4714045207910316$-0.5039526306789696$-0.3333333333333332$https://static.whiskybase.com/storage/whiskies/8/6/27/98145-big.jpg$https://www.whiskybase.com/whiskies/whisky/8627/macallan-10-year-old
Ledaig 42yo Dusgadh$9.48$0.19$4$"$$$$$+"$SingleMalt-like$ABC$C$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.2737562611292558$-0.3333333333333333$0.3333333333333334$-0.8003267306650412$1.0540925533894598$0.7647191129018726$-0.4714045207910316$1.7638342073763935$-0.3333333333333332$https://static.whiskybase.com/storage/whiskies/6/5/422/110416-big.jpg$https://www.whiskybase.com/whiskies/whisky/65422/ledaig-1972
Laphroaig 27yo 57.4% 1980-2007 (OB, 5 Oloroso Casks, 972 Bts)$9.42$0.23$4$"$$$$$+"$SingleMalt-like$ABC$C$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.2737562611292558$-0.3333333333333333$0.3333333333333334$-0.8003267306650412$1.0540925533894598$0.7647191129018726$-0.4714045207910316$1.7638342073763935$-0.3333333333333332$https://static.whiskybase.com/storage/whiskies/6/3/3/55266-big.jpg$https://www.whiskybase.com/whiskies/whisky/633/laphroaig-1980
Glenfarclas 40yo$9.29$0.26$17$"$$$$$+"$SingleMalt-like$ABC$A$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.7475651746221986$-0.3333333333333333$0.3333333333333334$1.2576562910450648$-0.8432740427115677$0.7647191129018726$-0.4714045207910316$-0.5039526306789696$-0.3333333333333332$https://static.whiskybase.com/storage/whiskies/8/6/648/170030-big.jpg$https://www.whiskybase.com/whiskies/whisky/86648/glenfarclas-40-year-old
Glengoyne 25yo$9.24$0.22$21$"$$$$$+"$SingleMalt-like$ABC$A$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.7475651746221986$-0.3333333333333333$0.3333333333333334$1.2576562910450648$-0.8432740427115677$0.7647191129018726$-0.4714045207910316$-0.5039526306789696$-0.3333333333333332$https://static.whiskybase.com/storage/whiskies/5/3/814/103234-big.jpg$https://www.whiskybase.com/whiskies/whisky/53814/glengoyne-25-year-old
Amrut Spectrum (Batch 1)$9.21$0.24$14$"$$$$$"$SingleMalt-like$ABC$C$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.2737562611292558$-0.3333333333333333$0.3333333333333334$-0.8003267306650412$1.0540925533894598$0.7647191129018726$-0.4714045207910316$1.7638342073763935$-0.3333333333333332$https://static.whiskybase.com/storage/whiskies/7/7/825/120535-big.jpg$https://www.whiskybase.com/whiskies/whisky/77825/amrut-spectrum
Highland Park 25yo$9.18$0.19$19$"$$$$$+"$SingleMalt-like$ABC$C$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.2737562611292558$-0.3333333333333333$0.3333333333333334$-0.8003267306650412$1.0540925533894598$0.7647191129018726$-0.4714045207910316$1.7638342073763935$-0.3333333333333332$https://static.whiskybase.com/storage/whiskies/7/3/617/87532-big.jpg$https://www.whiskybase.com/whiskies/whisky/73617/highland-park-25-year-old
Highland Park 40yo$9.16$0.43$10$"$$$$$+"$SingleMalt-like$ABC$C$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.2737562611292558$-0.3333333333333333$0.3333333333333334$-0.8003267306650412$1.0540925533894598$0.7647191129018726$-0.4714045207910316$1.7638342073763935$-0.3333333333333332$https://static.whiskybase.com/storage/whiskies/1/7/06/56359-big.jpg$https://www.whiskybase.com/whiskies/whisky/1706/highland-park-40-year-old
Tamdhu 30yo (MacPhail Collection 2009)$9.16$0.18$3$"$$$$$"$SingleMalt-like$ABC$A$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.7475651746221986$-0.3333333333333333$0.3333333333333334$1.2576562910450648$-0.8432740427115677$0.7647191129018726$-0.4714045207910316$-0.5039526306789696$-0.3333333333333332$https://static.whiskybase.com/storage/whiskies/3/6/9/54968-big.jpg$https://www.whiskybase.com/whiskies/whisky/369/tamdhu-30-year-old-gm
