Cluster$body$sweet$sherry$malt$aperitif$smoky$pungent$fruity$honey$floral$spicy$medicinal$nutty$winey
A$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.7475651746221986$-0.3333333333333333$0.3333333333333334$1.2576562910450648$-0.8432740427115677$0.7647191129018726$-0.4714045207910316$-0.5039526306789696$-0.3333333333333332
C$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.2737562611292558$-0.3333333333333333$0.3333333333333334$-0.8003267306650412$1.0540925533894598$0.7647191129018726$-0.4714045207910316$1.7638342073763935$-0.3333333333333332
C$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.2737562611292558$-0.3333333333333333$0.3333333333333334$-0.8003267306650412$1.0540925533894598$0.7647191129018726$-0.4714045207910316$1.7638342073763935$-0.3333333333333332
A$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.7475651746221986$-0.3333333333333333$0.3333333333333334$1.2576562910450648$-0.8432740427115677$0.7647191129018726$-0.4714045207910316$-0.5039526306789696$-0.3333333333333332
A$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.7475651746221986$-0.3333333333333333$0.3333333333333334$1.2576562910450648$-0.8432740427115677$0.7647191129018726$-0.4714045207910316$-0.5039526306789696$-0.3333333333333332
C$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.2737562611292558$-0.3333333333333333$0.3333333333333334$-0.8003267306650412$1.0540925533894598$0.7647191129018726$-0.4714045207910316$1.7638342073763935$-0.3333333333333332
C$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.2737562611292558$-0.3333333333333333$0.3333333333333334$-0.8003267306650412$1.0540925533894598$0.7647191129018726$-0.4714045207910316$1.7638342073763935$-0.3333333333333332
C$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.2737562611292558$-0.3333333333333333$0.3333333333333334$-0.8003267306650412$1.0540925533894598$0.7647191129018726$-0.4714045207910316$1.7638342073763935$-0.3333333333333332
A$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.7475651746221986$-0.3333333333333333$0.3333333333333334$1.2576562910450648$-0.8432740427115677$0.7647191129018726$-0.4714045207910316$-0.5039526306789696$-0.3333333333333332
A$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.7475651746221986$-0.3333333333333333$0.3333333333333334$1.2576562910450648$-0.8432740427115677$0.7647191129018726$-0.4714045207910316$-0.5039526306789696$-0.3333333333333332
A$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.7475651746221986$-0.3333333333333333$0.3333333333333334$1.2576562910450648$-0.8432740427115677$0.7647191129018726$-0.4714045207910316$-0.5039526306789696$-0.3333333333333332
A$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.7475651746221986$-0.3333333333333333$0.3333333333333334$1.2576562910450648$-0.8432740427115677$0.7647191129018726$-0.4714045207910316$-0.5039526306789696$-0.3333333333333332
A$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.7475651746221986$-0.3333333333333333$0.3333333333333334$1.2576562910450648$-0.8432740427115677$0.7647191129018726$-0.4714045207910316$-0.5039526306789696$-0.3333333333333332
C$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.2737562611292558$-0.3333333333333333$0.3333333333333334$-0.8003267306650412$1.0540925533894598$0.7647191129018726$-0.4714045207910316$1.7638342073763935$-0.3333333333333332
C$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.2737562611292558$-0.3333333333333333$0.3333333333333334$-0.8003267306650412$1.0540925533894598$0.7647191129018726$-0.4714045207910316$1.7638342073763935$-0.3333333333333332
C$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.2737562611292558$-0.3333333333333333$0.3333333333333334$-0.8003267306650412$1.0540925533894598$0.7647191129018726$-0.4714045207910316$1.7638342073763935$-0.3333333333333332
A$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.7475651746221986$-0.3333333333333333$0.3333333333333334$1.2576562910450648$-0.8432740427115677$0.7647191129018726$-0.4714045207910316$-0.5039526306789696$-0.3333333333333332
C$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.2737562611292558$-0.3333333333333333$0.3333333333333334$-0.8003267306650412$1.0540925533894598$0.7647191129018726$-0.4714045207910316$1.7638342073763935$-0.3333333333333332
A$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.7475651746221986$-0.3333333333333333$0.3333333333333334$1.2576562910450648$-0.8432740427115677$0.7647191129018726$-0.4714045207910316$-0.5039526306789696$-0.3333333333333332
C$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.2737562611292558$-0.3333333333333333$0.3333333333333334$-0.8003267306650412$1.0540925533894598$0.7647191129018726$-0.4714045207910316$1.7638342073763935$-0.3333333333333332
A$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.7475651746221986$-0.3333333333333333$0.3333333333333334$1.2576562910450648$-0.8432740427115677$0.7647191129018726$-0.4714045207910316$-0.5039526306789696$-0.3333333333333332
A$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.7475651746221986$-0.3333333333333333$0.3333333333333334$1.2576562910450648$-0.8432740427115677$0.7647191129018726$-0.4714045207910316$-0.5039526306789696$-0.3333333333333332
A$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.7475651746221986$-0.3333333333333333$0.3333333333333334$1.2576562910450648$-0.8432740427115677$0.7647191129018726$-0.4714045207910316$-0.5039526306789696$-0.3333333333333332
C$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.2737562611292558$-0.3333333333333333$0.3333333333333334$-0.8003267306650412$1.0540925533894598$0.7647191129018726$-0.4714045207910316$1.7638342073763935$-0.3333333333333332
C$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.2737562611292558$-0.3333333333333333$0.3333333333333334$-0.8003267306650412$1.0540925533894598$0.7647191129018726$-0.4714045207910316$1.7638342073763935$-0.3333333333333332
C$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.2737562611292558$-0.3333333333333333$0.3333333333333334$-0.8003267306650412$1.0540925533894598$0.7647191129018726$-0.4714045207910316$1.7638342073763935$-0.3333333333333332
C$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.2737562611292558$-0.3333333333333333$0.3333333333333334$-0.8003267306650412$1.0540925533894598$0.7647191129018726$-0.4714045207910316$1.7638342073763935$-0.3333333333333332
C$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.2737562611292558$-0.3333333333333333$0.3333333333333334$-0.8003267306650412$1.0540925533894598$0.7647191129018726$-0.4714045207910316$1.7638342073763935$-0.3333333333333332
C$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.2737562611292558$-0.3333333333333333$0.3333333333333334$-0.8003267306650412$1.0540925533894598$0.7647191129018726$-0.4714045207910316$1.7638342073763935$-0.3333333333333332
A$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.7475651746221986$-0.3333333333333333$0.3333333333333334$1.2576562910450648$-0.8432740427115677$0.7647191129018726$-0.4714045207910316$-0.5039526306789696$-0.3333333333333332
A$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.7475651746221986$-0.3333333333333333$0.3333333333333334$1.2576562910450648$-0.8432740427115677$0.7647191129018726$-0.4714045207910316$-0.5039526306789696$-0.3333333333333332
A$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.7475651746221986$-0.3333333333333333$0.3333333333333334$1.2576562910450648$-0.8432740427115677$0.7647191129018726$-0.4714045207910316$-0.5039526306789696$-0.3333333333333332
A$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.7475651746221986$-0.3333333333333333$0.3333333333333334$1.2576562910450648$-0.8432740427115677$0.7647191129018726$-0.4714045207910316$-0.5039526306789696$-0.3333333333333332
A$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.7475651746221986$-0.3333333333333333$0.3333333333333334$1.2576562910450648$-0.8432740427115677$0.7647191129018726$-0.4714045207910316$-0.5039526306789696$-0.3333333333333332
C$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.2737562611292558$-0.3333333333333333$0.3333333333333334$-0.8003267306650412$1.0540925533894598$0.7647191129018726$-0.4714045207910316$1.7638342073763935$-0.3333333333333332
A$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.7475651746221986$-0.3333333333333333$0.3333333333333334$1.2576562910450648$-0.8432740427115677$0.7647191129018726$-0.4714045207910316$-0.5039526306789696$-0.3333333333333332
C$0.7116599948854884$0.6117752903214984$1.3333333333333337$-1.0$-0.5039526306789696$-0.2737562611292558$-0.3333333333333333$0.3333333333333334$-0.8003267306650412$1.0540925533894598$0.7647191129018726$-0.4714045207910316$1.7638342073763935$-0.3333333333333332
