,whisky,title,links,image_links,img_path
0,"Macallan 10yo Full Proof 57% 1980 (OB, Giovinetti & Figli)",Macallan 10-year-old - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/8627/macallan-10-year-old,https://static.whiskybase.com/storage/whiskies/8/6/27/98145-big.jpg,/opt/ml/workspace/images/0.jpg
1,Ledaig 42yo Dusgadh,Ledaig 1972 - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/65422/ledaig-1972,https://static.whiskybase.com/storage/whiskies/6/5/422/110416-big.jpg,/opt/ml/workspace/images/1.jpg
2,"Laphroaig 27yo 57.4% 1980-2007 (OB, 5 Oloroso Casks, 972 Bts)",Laphroaig 1980 - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/633/laphroaig-1980,https://static.whiskybase.com/storage/whiskies/6/3/3/55266-big.jpg,/opt/ml/workspace/images/2.jpg
3,Glenfarclas 40yo,Glenfarclas 40-year-old - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/86648/glenfarclas-40-year-old,https://static.whiskybase.com/storage/whiskies/8/6/648/170030-big.jpg,/opt/ml/workspace/images/3.jpg
4,Glengoyne 25yo,Glengoyne 25-year-old - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/53814/glengoyne-25-year-old,https://static.whiskybase.com/storage/whiskies/5/3/814/103234-big.jpg,/opt/ml/workspace/images/4.jpg
5,Amrut Spectrum (Batch 1),Amrut Spectrum - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/77825/amrut-spectrum,https://static.whiskybase.com/storage/whiskies/7/7/825/120535-big.jpg,/opt/ml/workspace/images/5.jpg
6,Highland Park 25yo,Highland Park 25-year-old - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/73617/highland-park-25-year-old,https://static.whiskybase.com/storage/whiskies/7/3/617/87532-big.jpg,/opt/ml/workspace/images/6.jpg
7,Highland Park 40yo,Highland Park 40-year-old - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/1706/highland-park-40-year-old,https://static.whiskybase.com/storage/whiskies/1/7/06/56359-big.jpg,/opt/ml/workspace/images/7.jpg
8,Tamdhu 30yo (MacPhail Collection 2009),Tamdhu 30-year-old GM - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/369/tamdhu-30-year-old-gm,https://static.whiskybase.com/storage/whiskies/3/6/9/54968-big.jpg,/opt/ml/workspace/images/8.jpg
9,Balvenie TUN 1401 (all batches),Balvenie Tun 1401 - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/22143/balvenie-tun-1401,https://static.whiskybase.com/storage/whiskies/2/2/143/216092-big.jpg,/opt/ml/workspace/images/9.jpg
10,Kavalan Solist Oloroso Sherry Cask,Kavalan Solist - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/125388/kavalan-solist,https://static.whiskybase.com/storage/whiskies/1/2/5388/212506-big.jpg,/opt/ml/workspace/images/10.jpg
11,Aberlour A'Bunadh (Batch 33),Aberlour A'bunadh batch #33 - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/19355/aberlour-abunadh-batch-33,https://static.whiskybase.com/storage/whiskies/1/9/355/68189-big.jpg,/opt/ml/workspace/images/11.jpg
12,Aberlour A'Bunadh (Batch 37),Aberlour A'bunadh batch #37 - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/25292/aberlour-abunadh-batch-37,https://static.whiskybase.com/storage/whiskies/2/5/292/71183-big.jpg,/opt/ml/workspace/images/12.jpg
13,Highland Park 30yo,Highland Park 30-year-old - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/317/highland-park-30-year-old,https://static.whiskybase.com/storage/whiskies/3/1/7/217305-big.jpg,/opt/ml/workspace/images/13.jpg
14,Laphroaig 25yo,Laphroaig 25-year-old - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/118318/laphroaig-25-year-old,https://static.whiskybase.com/storage/whiskies/1/1/8318/301597-big.jpg,/opt/ml/workspace/images/14.jpg
15,Nikka Single Cask Coffey Malt 12yo,Nikka 12-year-old - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/57604/nikka-12-year-old,https://static.whiskybase.com/storage/whiskies/5/7/604/228144-big.jpg,/opt/ml/workspace/images/15.jpg
16,Aberlour A'Bunadh (Batch 40),Aberlour A'bunadh batch #40 - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/33240/aberlour-abunadh-batch-40,https://static.whiskybase.com/storage/whiskies/3/3/240/74411-big.jpg,/opt/ml/workspace/images/16.jpg
17,Yamazaki 18yo,Yamazaki 18-year-old - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/164176/yamazaki-18-year-old,https://static.whiskybase.com/storage/whiskies/1/6/4176/278499-big.jpg,/opt/ml/workspace/images/17.jpg
18,Aberlour A'Bunadh (Batch 49),Aberlour A'bunadh batch #49 - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/57862/aberlour-abunadh-batch-49,https://static.whiskybase.com/storage/whiskies/5/7/862/91608-big.jpg,/opt/ml/workspace/images/18.jpg
19,Redbreast 21yo,Redbreast 21-year-old - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/45186/redbreast-21-year-old,https://static.whiskybase.com/storage/whiskies/4/5/186/141770-big.jpg,/opt/ml/workspace/images/19.jpg
20,Yamazaki Sherry Cask (all vintages),Yamazaki 1990 - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/6261/yamazaki-1990,https://static.whiskybase.com/storage/whiskies/6/2/61/60213-big.jpg,/opt/ml/workspace/images/20.jpg
21,Aberlour A'Bunadh (Batch 56),Aberlour A'bunadh batch #56 - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/84729/aberlour-abunadh-batch-56,https://static.whiskybase.com/storage/whiskies/8/4/729/187949-big.jpg,/opt/ml/workspace/images/21.jpg
22,Bruichladdich 21yo Cuvée 407 PX,Bruichladdich Cuvée 407 - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/38486/bruichladdich-cuve-407,https://static.whiskybase.com/storage/whiskies/3/8/486/76762-big.jpg,/opt/ml/workspace/images/22.jpg
23,Compass Box Last Vatted Malt,The Last Vatted Malt NAS CB - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/27762/the-last-vatted-malt-nas-cb,https://static.whiskybase.com/storage/whiskies/2/7/762/72192-big.jpg,/opt/ml/workspace/images/23.jpg
24,Amrut Greedy Angels (8yo and 10yo),Amrut 08-year-old - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/100523/amrut-08-year-old,https://static.whiskybase.com/storage/whiskies/1/0/0523/160961-big.jpg,/opt/ml/workspace/images/24.jpg
25,BenRiach 18yo Albariza Pedro Ximenez Peated,BenRiach 18-year-old - Albariza - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/64605/benriach-18-year-old-albariza,https://static.whiskybase.com/storage/whiskies/6/4/605/102158-big.jpg,/opt/ml/workspace/images/25.jpg
26,Amrut Spectrum (all batches),Amrut Spectrum - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/77825/amrut-spectrum,https://static.whiskybase.com/storage/whiskies/7/7/825/120535-big.jpg,/opt/ml/workspace/images/26.jpg
27,Bowmore Springtide,Bowmore Springtide - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/86591/bowmore-springtide,https://static.whiskybase.com/storage/whiskies/8/6/591/135550-big.jpg,/opt/ml/workspace/images/27.jpg
28,Highland Park 16yo Odin,Highland Park Odin - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/63388/highland-park-odin,https://static.whiskybase.com/storage/whiskies/6/3/388/105271-big.jpg,/opt/ml/workspace/images/28.jpg
29,GlenDronach Cask Strength (batch 1),Glendronach Cask Strength - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/36056/glendronach-cask-strength,https://static.whiskybase.com/storage/whiskies/3/6/056/362951-big.jpg,/opt/ml/workspace/images/29.jpg
30,Kavalan Solist Vinho Barrique,Kavalan Solist - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/42585/kavalan-solist,https://static.whiskybase.com/storage/whiskies/4/2/585/78679-big.jpg,/opt/ml/workspace/images/30.jpg
31,Aberlour A'Bunadh (Batch 53),Aberlour A'bunadh batch #53 - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/73886/aberlour-abunadh-batch-53,https://static.whiskybase.com/storage/whiskies/7/3/886/116853-big.jpg,/opt/ml/workspace/images/31.jpg
32,GlenDronach Cask Strength (batch 2),Glendronach Cask Strength - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/41760/glendronach-cask-strength,https://static.whiskybase.com/storage/whiskies/4/1/760/78214-big.jpg,/opt/ml/workspace/images/32.jpg
33,Macallan Cask Strength,Macallan Cask Strength - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/39477/macallan-cask-strength,https://static.whiskybase.com/storage/whiskies/3/9/477/77160-big.jpg,/opt/ml/workspace/images/33.jpg
34,Sheep Dip Old Hebridean 1990 Blended Malt,Sheep Dip 1990 - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/18404/sheep-dip-1990,https://static.whiskybase.com/storage/whiskies/1/8/404/67596-big.jpg,/opt/ml/workspace/images/34.jpg
35,Aberlour A'Bunadh (Batch 39),Aberlour A'bunadh batch #39 - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/31345/aberlour-abunadh-batch-39,https://static.whiskybase.com/storage/whiskies/3/1/345/73545-big.jpg,/opt/ml/workspace/images/35.jpg
36,Highland Park 18yo,Highland Park 18-year-old - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/99591/highland-park-18-year-old,https://static.whiskybase.com/storage/whiskies/9/9/591/217479-big.jpg,/opt/ml/workspace/images/36.jpg
37,Karuizawa 1990 Sherry Butt,Karuizawa 1990 - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/13883/karuizawa-1990,https://static.whiskybase.com/storage/whiskies/1/3/883/64987-big.jpg,/opt/ml/workspace/images/37.jpg
38,Kavalan Solist PX Cask,Kavalan Solist - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/87138/kavalan-solist,https://static.whiskybase.com/storage/whiskies/8/7/138/137023-big.jpg,/opt/ml/workspace/images/38.jpg
39,Timorous Beastie 21yo Sherry Edition,Timorous Beastie 21-year-old DL - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/88718/timorous-beastie-21-year-old-dl,https://static.whiskybase.com/storage/whiskies/8/8/718/139033-big.jpg,/opt/ml/workspace/images/39.jpg
40,Amrut Spectrum 004 (Batch 2),Amrut Spectrum 004 - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/97649/amrut-spectrum-004,https://static.whiskybase.com/storage/whiskies/9/7/649/160960-big.jpg,/opt/ml/workspace/images/40.jpg
41,GlenDronach vintage 20yo Single Cask (all vintages),Glendronach 20-year-old Wk - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/136225/glendronach-20-year-old-wk,https://static.whiskybase.com/storage/whiskies/1/3/6225/231996-big.jpg,/opt/ml/workspace/images/41.jpg
42,Kavalan Solist Manzanilla Cask,Kavalan Solist - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/91413/kavalan-solist,https://static.whiskybase.com/storage/whiskies/9/1/413/145317-big.jpg,/opt/ml/workspace/images/42.jpg
43,Aberlour A'Bunadh (Batch 44),Aberlour A'bunadh batch #44 - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/37896/aberlour-abunadh-batch-44,https://static.whiskybase.com/storage/whiskies/3/7/896/76519-big.jpg,/opt/ml/workspace/images/43.jpg
44,Aberlour A'Bunadh (Batch 52),Aberlour A'bunadh batch #52 - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/71928/aberlour-abunadh-batch-52,https://static.whiskybase.com/storage/whiskies/7/1/928/112354-big.jpg,/opt/ml/workspace/images/44.jpg
45,Kavalan Solist Amontillado Cask,Kavalan Solist - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/86211/kavalan-solist,https://static.whiskybase.com/storage/whiskies/8/6/211/136970-big.jpg,/opt/ml/workspace/images/45.jpg
46,Aberlour A'Bunadh (Batch 35),Aberlour A'bunadh batch #35 - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/21168/aberlour-abunadh-batch-35,https://static.whiskybase.com/storage/whiskies/2/1/168/69185-big.jpg,/opt/ml/workspace/images/46.jpg
47,BenRiach 17yo Solstice Peated Port (both editions),BenRiach 17-year-old - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/29410/benriach-17-year-old,https://static.whiskybase.com/storage/whiskies/2/9/410/98869-big.jpg,/opt/ml/workspace/images/47.jpg
48,Benromach 10yo Cask Strength (100 proof),Benromach 10-year-old - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/58640/benromach-10-year-old,https://static.whiskybase.com/storage/whiskies/5/8/640/250956-big.jpg,/opt/ml/workspace/images/48.jpg
49,Highland Park 17yo The Dark,Highland Park 17-year-old - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/100189/highland-park-17-year-old,https://static.whiskybase.com/storage/whiskies/1/0/0189/166712-big.jpg,/opt/ml/workspace/images/49.jpg
50,Springbank 21yo,Springbank 21-year-old - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/165480/springbank-21-year-old,https://static.whiskybase.com/storage/whiskies/1/6/5480/281848-big.jpg,/opt/ml/workspace/images/50.jpg
51,Aberlour A'Bunadh (Batch 45),Aberlour A'bunadh batch #45 - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/40888/aberlour-abunadh-batch-45,https://static.whiskybase.com/storage/whiskies/4/0/888/77782-big.jpg,/opt/ml/workspace/images/51.jpg
52,Arran Malt 21st Anniversary Edition,Arran 21st Anniversary Limited Edition - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/89681/arran-21st-anniversary-limited-edition,https://static.whiskybase.com/storage/whiskies/8/9/681/140502-big.jpg,/opt/ml/workspace/images/52.jpg
53,Bunnahabhain 18yo,Arran 21st Anniversary Limited Edition - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/89681/arran-21st-anniversary-limited-edition,https://static.whiskybase.com/storage/whiskies/8/9/681/140502-big.jpg,/opt/ml/workspace/images/53.jpg
54,Laphroaig Cairdeas 2013 Port Wood,Laphroaig Cairdeas - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/42294/laphroaig-cairdeas,https://static.whiskybase.com/storage/whiskies/4/2/294/78506-big.jpg,/opt/ml/workspace/images/54.jpg
55,Nikka Taketsuru 21yo,Taketsuru 21-year-old - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/157798/taketsuru-21-year-old,https://static.whiskybase.com/storage/whiskies/1/5/7798/186641-big.jpg,/opt/ml/workspace/images/55.jpg
56,Timorous Beastie 40yo Cask Strength,Timorous Beastie 40-year-old DL - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/85916/timorous-beastie-40-year-old-dl,https://static.whiskybase.com/storage/whiskies/8/5/916/134705-big.jpg,/opt/ml/workspace/images/56.jpg
57,Bladnoch 12yo Sherry Cask (Sheep label),Bladnoch 12-year-old - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/85602/bladnoch-12-year-old,https://static.whiskybase.com/storage/whiskies/8/5/602/133948-big.jpg,/opt/ml/workspace/images/57.jpg
58,GlenDronach vintage 19yo Single Cask (all vintages),Glendronach 1995 - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/72285/glendronach-1995,https://static.whiskybase.com/storage/whiskies/7/2/285/112992-big.jpg,/opt/ml/workspace/images/58.jpg
59,Amrut PX Sherry Single Cask 2696 (LCBO),Amrut 2009 - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/70181/amrut-2009,https://static.whiskybase.com/storage/whiskies/7/0/181/109295-big.jpg,/opt/ml/workspace/images/59.jpg
60,Highland Park 15yo Loki,Highland Park Loki - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/53666/highland-park-loki,https://static.whiskybase.com/storage/whiskies/5/3/666/91033-big.jpg,/opt/ml/workspace/images/60.jpg
61,Kilchoman Port Cask Matured,Kilchoman Port Cask Matured - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/116625/kilchoman-port-cask-matured,https://static.whiskybase.com/storage/whiskies/1/1/6625/194046-big.jpg,/opt/ml/workspace/images/61.jpg
62,Aberlour A'Bunadh (Batch 36),Aberlour A'bunadh batch #36 - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/24600/aberlour-abunadh-batch-36,https://static.whiskybase.com/storage/whiskies/2/4/600/70831-big.jpg,/opt/ml/workspace/images/62.jpg
63,Amrut Portonova,Amrut Portonova - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/63232/amrut-portonova,https://static.whiskybase.com/storage/whiskies/6/3/232/104159-big.jpg,/opt/ml/workspace/images/63.jpg
64,Bowmore 15yo Laimrig,Bowmore Laimrig - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/54980/bowmore-laimrig,https://static.whiskybase.com/storage/whiskies/5/4/980/92396-big.jpg,/opt/ml/workspace/images/64.jpg
65,Bushmills 21yo Single Malt,Bushmills 21-year-old - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/45765/bushmills-21-year-old,https://static.whiskybase.com/storage/whiskies/4/5/765/192978-big.jpg,/opt/ml/workspace/images/65.jpg
66,Glenlivet Alpha,Glenlivet Alpha - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/41197/glenlivet-alpha,https://static.whiskybase.com/storage/whiskies/4/1/197/77941-big.jpg,/opt/ml/workspace/images/66.jpg
67,Aberlour A'Bunadh (Batch 30),Aberlour A'bunadh batch #30 - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/15930/aberlour-abunadh-batch-30,https://static.whiskybase.com/storage/whiskies/1/5/930/66112-big.jpg,/opt/ml/workspace/images/67.jpg
68,Aberlour A'Bunadh (Batch 42),Aberlour A'bunadh batch #42 - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/35692/aberlour-abunadh-batch-42,https://static.whiskybase.com/storage/whiskies/3/5/692/75453-big.jpg,/opt/ml/workspace/images/68.jpg
69,AnCnoc 1975,An Cnoc 1975 - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/63856/an-cnoc-1975,https://static.whiskybase.com/storage/whiskies/6/3/856/104292-big.jpg,/opt/ml/workspace/images/69.jpg
70,BenRiach 17yo Solstice 2nd Peated Port Finish,BenRiach 17-year-old - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/29410/benriach-17-year-old,https://static.whiskybase.com/storage/whiskies/2/9/410/98869-big.jpg,/opt/ml/workspace/images/70.jpg
71,Glenmorangie Signet,Glenmorangie Signet - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/4067/glenmorangie-signet,https://static.whiskybase.com/storage/whiskies/4/0/67/188364-big.jpg,/opt/ml/workspace/images/71.jpg
72,Hakushu Sherry Cask,Hakushu Sherry Cask - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/51424/hakushu-sherry-cask,https://static.whiskybase.com/storage/whiskies/5/1/424/82406-big.jpg,/opt/ml/workspace/images/72.jpg
73,Kavalan Solist Sherry Cask,Kavalan Solist - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/41530/kavalan-solist,https://static.whiskybase.com/storage/whiskies/4/1/530/78092-big.jpg,/opt/ml/workspace/images/73.jpg
74,Macallan 10yo Sherry Oak Cask Strength,Macallan 10-year-old - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/2090/macallan-10-year-old,https://static.whiskybase.com/storage/whiskies/2/0/90/338371-big.jpg,/opt/ml/workspace/images/74.jpg
75,Aberlour A'Bunadh (Batch 58),Aberlour A'bunadh batch #58 - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/90678/aberlour-abunadh-batch-58,https://static.whiskybase.com/storage/whiskies/9/0/678/250857-big.jpg,/opt/ml/workspace/images/75.jpg
76,Kavalan Solist Port Cask,Kavalan Solist - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/84831/kavalan-solist,https://static.whiskybase.com/storage/whiskies/8/4/831/144314-big.jpg,/opt/ml/workspace/images/76.jpg
77,Amrut Madeira Cask Finish (Batch 1),Amrut Madeira Finish - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/118429/amrut-madeira-finish,https://static.whiskybase.com/storage/whiskies/1/1/8429/205302-big.jpg,/opt/ml/workspace/images/77.jpg
78,Macallan 18yo Sherry Oak,Macallan 18-year-old - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/158760/macallan-18-year-old,https://static.whiskybase.com/storage/whiskies/1/5/8760/279059-big.jpg,/opt/ml/workspace/images/78.jpg
79,Tomatin 40yo,Tomatin 40-year-old - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/3776/tomatin-40-year-old,https://static.whiskybase.com/storage/whiskies/3/7/76/58239-big.jpg,/opt/ml/workspace/images/79.jpg
80,Aberlour A'Bunadh (all batches),Aberlour A'bunadh batch #69 - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/178673/aberlour-abunadh-batch-69,https://static.whiskybase.com/storage/whiskies/1/7/8673/307108-big.jpg,/opt/ml/workspace/images/80.jpg
81,Aberlour A'Bunadh (Batch 34),Aberlour A'bunadh batch #34 - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/20494/aberlour-abunadh-batch-34,https://static.whiskybase.com/storage/whiskies/2/0/494/68774-big.jpg,/opt/ml/workspace/images/81.jpg
82,Balvenie TUN 1509 (all batches),Balvenie Tun 1509 - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/188822/balvenie-tun-1509,https://static.whiskybase.com/storage/whiskies/1/8/8822/330330-big.jpg,/opt/ml/workspace/images/82.jpg
83,BenRiach 35yo,BenRiach 35-year-old - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/61952/benriach-35-year-old,https://static.whiskybase.com/storage/whiskies/6/1/952/98325-big.jpg,/opt/ml/workspace/images/83.jpg
84,GlenDronach Cask Strength (batch 4),Glendronach Cask Strength - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/67372/glendronach-cask-strength,https://static.whiskybase.com/storage/whiskies/6/7/372/362954-big.jpg,/opt/ml/workspace/images/84.jpg
85,BenRiach 17yo Solstice 1st Peated Port Finish,BenRiach 17-year-old - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/29410/benriach-17-year-old,https://static.whiskybase.com/storage/whiskies/2/9/410/98869-big.jpg,/opt/ml/workspace/images/85.jpg
86,Bunnahabhain 25yo,Bunnahabhain 25-year-old - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/112613/bunnahabhain-25-year-old,https://static.whiskybase.com/storage/whiskies/1/1/2613/186158-big.jpg,/opt/ml/workspace/images/86.jpg
87,Glengoyne 40yo,Glengoyne 40-year-old - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/17747/glengoyne-40-year-old,https://static.whiskybase.com/storage/whiskies/1/7/747/67173-big.jpg,/opt/ml/workspace/images/87.jpg
88,Glenlivet XXV 25yo,Glenlivet XXV - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/4207/glenlivet-xxv,https://static.whiskybase.com/storage/whiskies/4/2/07/58630-big.jpg,/opt/ml/workspace/images/88.jpg
89,Aberlour A'Bunadh (Batch 54),Aberlour A'bunadh batch #54 - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/76839/aberlour-abunadh-batch-54,https://static.whiskybase.com/storage/whiskies/7/6/839/122239-big.jpg,/opt/ml/workspace/images/89.jpg
90,Amrut Intermediate Sherry,Amrut Intermediate - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/18340/amrut-intermediate,https://static.whiskybase.com/storage/whiskies/1/8/340/67548-big.jpg,/opt/ml/workspace/images/90.jpg
91,Amrut Kadhambam,Amrut Kadhambam - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/33889/amrut-kadhambam,https://static.whiskybase.com/storage/whiskies/3/3/889/74686-big.jpg,/opt/ml/workspace/images/91.jpg
92,Glengoyne 21yo,Glengoyne 21-year-old - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/41501/glengoyne-21-year-old,https://static.whiskybase.com/storage/whiskies/4/1/501/78074-big.jpg,/opt/ml/workspace/images/92.jpg
93,Highland Park 21yo,Highland Park 21-year-old - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/69186/highland-park-21-year-old,https://static.whiskybase.com/storage/whiskies/6/9/186/187869-big.jpg,/opt/ml/workspace/images/93.jpg
94,Glengoyne Cask Strength (batch 7),Glengoyne Cask Strength - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/129724/glengoyne-cask-strength,https://static.whiskybase.com/storage/whiskies/1/2/9724/269894-big.jpg,/opt/ml/workspace/images/94.jpg
95,Highland Park 16yo Thor,Highland Park Odin - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/63388/highland-park-odin,https://static.whiskybase.com/storage/whiskies/6/3/388/105271-big.jpg,/opt/ml/workspace/images/95.jpg
96,Kilchoman PX Sherry Finish,Kilchoman PX Sherry Cask Matured - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/179346/kilchoman-px-sherry-cask-matured,https://static.whiskybase.com/storage/whiskies/1/7/9346/320622-big.jpg,/opt/ml/workspace/images/96.jpg
97,Springbank 12yo Cask Strength,Springbank 12-year-old - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/192086/springbank-12-year-old,https://static.whiskybase.com/storage/whiskies/1/9/2086/338984-big.jpg,/opt/ml/workspace/images/97.jpg
98,Aberlour A'Bunadh (Batch 46),Aberlour A'bunadh batch #46 - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/43906/aberlour-abunadh-batch-46,https://static.whiskybase.com/storage/whiskies/4/3/906/79307-big.jpg,/opt/ml/workspace/images/98.jpg
99,Macallan Reflexion,Macallan Reflexion - Ratings and reviews - Whiskybase,https://www.whiskybase.com/whiskies/whisky/62608/macallan-reflexion,https://static.whiskybase.com/storage/whiskies/6/2/608/98917-big.jpg,/opt/ml/workspace/images/99.jpg
100,Amrut PX Sherry Single Cask 3516 (SAQ),Amrut 2009 - Ratings and reviews - Whiskybase, https://www.whiskybase.com/whiskies/whisky/51697/amrut-2009,https://static.whiskybase.com/storage/whiskies/5/1/697/138268-big.jpg,/opt/ml/workspace/images/100.jpg
101,Compass Box This is Not a Luxury Whisky,This is not a luxury Whisky CB - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/72331/this-is-not-a-luxury-whisky-cb,https://static.whiskybase.com/storage/whiskies/7/2/331/113623-big.jpg,/opt/ml/workspace/images/101.jpg
102,GlenDronach Cask Strength (batch 3),Glendronach Cask Strength - Ratings and reviews,https://www.whiskybase.com/whiskies/whisky/46110/glendronach-cask-strength,https://static.whiskybase.com/storage/whiskies/4/6/110/80160-big.jpg,/opt/ml/workspace/images/102.jpg
