,Fresh Fruit,Added on,Sweaty,Member ratings,Bottled for,Wishlist num,Leafy,Oily,Bottler,Collection,All Rating,Whiskybase ID,Kippery,Citric,Sherried,Mossy,Nutty,Toasted,Plastic,Solvent,Barcode,Medicinal,Coal-gas,Husky,Yeasty,Hay-like,Leathery,Vegetative,Dried Fruit,Calculated age,Category,Strength,Casktype,Green-House,New Wood,Number of bottles,Honey,Price,Bottled,Distillery,Vanilla,Malt Extract,Vintage,Cooked Fruit,Tobacco,Chocolate,Bottle code,Casknumber,Stated Age,Smokey,Market,Cooked Vegetable,Old Wood,Cooked Mash,Rubbery,Votes,Size,Fragant,Sandy,Bottling serie,Label
530,0,13 Sep 2008 8:50 pm,0,88,NaN,13,0,0,Gordon & MacPhail (GM),53,93.24,WB3710,0,0,0,0,0,0,0,0,5020613624825,0,0,0,0,0,0,0,0,NaN,Single Malt,43.0 % Vol.,Sherry Butt,0,0,NaN,0,€ 825.00,2007,Macallan,0,0,1972,0,0,0,JG/BJG,NaN,NaN,0,NaN,1,0,0,0,88,700 ml,0,0,Speymalt,NaN
531,0,13 Nov 2011 9:11 pm,0,42,NaN,10,0,0,Distillery Bottling,25,93.24,WB27520,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,43.0 % Vol.,NaN,0,0,NaN,0,€ 101.00,NaN,Glenglassaugh,0,0,NaN,0,0,0,NaN,NaN,30 years old,0,NaN,0,0,0,0,42,200 ml,0,0,Trophy Winning,NaN
532,0,29 Mar 2009 12:02 am,0,49,NaN,25,0,0,Distillery Bottling,31,93.24,WB7058,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,56.7 % Vol.,Sherry Butt,0,0,420,0,€ 5834.84,27.02.2007,Glenfarclas,0,0,19.11.1963,0,0,0,NaN,4098,43 years old,0,NaN,0,0,0,0,49,700 ml,0,0,The Family Casks,NaN
533,0,07 Aug 2016 2:17 pm by Sjaunja,0,26,NaN,4,0,0,Distillery Bottling,26,93.24,WB85423,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,48.7 % Vol.,NaN,0,0,NaN,0,€ 89.00,NaN,Glenglassaugh,0,0,NaN,0,0,0,NaN,NaN,44 years old,0,NaN,0,0,0,0,26,50 ml,0,0,Miniature - Hand Bottled at the Distillery,NaN
534,0,11 May 2009 2:15 pm,0,35,NaN,18,0,0,Hart Brothers (HB),39,93.24,WB8416,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,43.7 % Vol.,NaN,0,0,NaN,0,€ 900.00,2001,Bowmore,0,0,1966,0,0,0,NaN,NaN,35 years old,0,NaN,0,0,0,0,35,700 ml,0,0,Finest Collection,NaN
535,0,29 Jul 2011 12:44 pm,0,43,NaN,8,0,0,Distillery Bottling,33,93.23,WB25886,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,43.0 % Vol.,NaN,0,0,NaN,0,€ 7950.00,1991,Macallan,0,0,1965,0,0,0,NaN,NaN,25 years old,0,NaN,0,0,0,0,43,700 ml 750 ml 750 ml 750 ml,0,0,The Anniversary Malt,NaN
536,0,04 Jul 2010 2:13 pm,0,28,Hanseatische Weinhandels mbH & Co KG 2800 Bremen,6,0,0,Gordon & MacPhail (GM),6,93.23,WB16694,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,45 years old,Single Malt,40.0 % Vol.,NaN,0,0,NaN,0,€ 4662.59,1983,Mortlach,0,0,1938,0,0,0,NaN,NaN,NaN,0,NaN,0,0,0,0,28,750 ml,0,0,A Pure Highland Malt,70° PROOF
537,0,06 Jan 2013 11:57 pm,0,24,NaN,11,0,0,Duncan Taylor (DT),8,93.23,WB39223,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,47.5 % Vol.,NaN,0,0,133,0,€ 2790.00,10.2007,Macallan,0,0,09.1967,0,0,0,NaN,7683,40 years old,0,NaN,0,0,0,0,24,700 ml,0,0,NaN,NaN
538,0,09 May 2009 5:35 pm,0,34,NaN,20,0,0,Cadenhead (CA),15,93.23,WB8007,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,54.9 % Vol.,NaN,0,0,NaN,0,€ 1718.33,NaN,Macallan,0,0,NaN,0,0,0,NaN,NaN,18 years old,0,NaN,0,0,0,0,34,750 ml,0,0,Dumpy Bottle,without destilation and bottling date on the label
539,0,02 Oct 2009 7:02 pm,0,73,La Maison du Whisky Exclusive,16,0,0,Gordon & MacPhail (GM),48,93.23,WB10826,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,46.0 % Vol.,1st Fill Sherry Butt,0,0,524,0,€ 2924.29,26.06.2009,Macallan,0,0,30.09.1970,0,0,0,NaN,8326,38 years old,0, France,0,0,0,0,73,700 ml,0,0,Speymalt,NaN
540,0,25 Jul 2009 7:43 pm,0,34,NaN,11,0,0,Gordon & MacPhail (GM),27,93.23,WB10066,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,40.0 % Vol.,NaN,0,0,NaN,0,€ 2304.50,2001,Mortlach,0,0,1959,0,0,0,NaN,NaN,42 years old,0,NaN,0,0,0,0,34,700 ml,0,0,NaN,NaN
541,0,09 Jul 2007 9:32 pm,0,48,NaN,70,0,0,Distillery Bottling,39,93.23,WB91,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,43.1 % Vol.,Fresh Bourbon Cask,0,0,550,0,€ 5261.23,23.11.2004,Bruichladdich,0,0,24.10.1964,0,0,0,NaN,NaN,40 years old,0,NaN,0,0,0,0,48,700 ml,0,0,NaN,NaN
542,0,13 Oct 2011 11:44 am,0,29,NaN,9,0,0,Gordon & MacPhail (GM),15,93.23,WB25742,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,40.0 % Vol.,Refill Sherry Casks,0,0,NaN,0,€ 3715.72,20.12.2007,Glen Grant,0,0,25.02.1950,0,0,0,NaN,853 + 2734,NaN,0,NaN,0,0,0,0,29,700 ml,0,0,Licensed Bottling,NaN
543,0,01 May 2009 10:29 pm,0,28,NaN,7,0,0,Gordon & MacPhail (GM),12,93.23,WB7672,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,41.7 % Vol.,Refill Sherry Hogshead,0,0,104,1,€ 3667.00,21.05.2007,Mortlach,0,0,21.05.1957,0,0,0,NaN,3019,50 years old,0,NaN,1,0,0,0,28,700 ml,0,0,PING V,NaN
544,0,28 Feb 2015 11:15 am by wbarchive_350097,0,16,NaN,11,0,0,Intertrade (It),2,93.23,WB65019,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,58.3 % Vol.,NaN,0,0,240,0,€ 8500.00,11.1985,Caol Ila,0,0,05.1966,0,0,0,NaN,NaN,19 years old,0,NaN,0,0,0,0,16,750 ml,0,0,NaN,NaN
545,1,19 Mar 2010 9:04 pm,0,44,NaN,36,0,0,Cadenhead (CA),36,93.22,WB14595,1,0,0,2,0,1,0,0,NaN,0,0,0,0,0,0,2,0,NaN,Single Malt,57.9 % Vol.,Rum Butt,0,1,NaN,0,€ 3260.25,09.1991,Springbank,0,0,06.1973,0,0,0,NaN,NaN,18 years old,0,NaN,0,0,0,0,44,700 ml,0,0,Dumpy Bottle,NaN
546,0,22 Jul 2010 12:14 am,0,49,NaN,19,0,0,Gordon & MacPhail (GM),29,93.22,WB17214,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,45.0 % Vol.,First Fill Sherry Hogsheads,0,0,NaN,0,€ 3934.77,08.2001,Glen Grant,0,0,16.04.1953,0,0,0,NaN,1860 + 1864,48 years old,0,NaN,0,0,0,0,49,700 ml,0,0,Private Collection,NaN
547,0,18 Dec 2009 12:28 am,0,34,NaN,7,0,0,Gordon & MacPhail (GM),10,93.22,WB12391,0,0,0,0,0,0,0,0,5020613373020,0,0,0,0,0,0,0,0,NaN,Single Malt,40.0 % Vol.,NaN,0,0,NaN,0,€ 3982.18,2007,Glen Grant,0,0,1950,0,0,0,NaN,NaN,NaN,0,NaN,0,0,0,0,34,700 ml,0,0,Licensed Bottling,NaN
548,0,14 Sep 2007 9:03 pm,0,57,NaN,24,0,0,Signatory Vintage (SV),22,93.22,WB413,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,53.1 % Vol.,First Fill Oloroso Sherry Butt,0,0,461,0,€ 4200.00,16.06.2006,Springbank,0,0,16.06.1970,0,0,0,6/0445,1629,36 years old,0,NaN,0,0,0,0,57,700 ml,0,0,Cask Strength Collection,NaN
549,0,09 Dec 2009 6:52 pm,0,22,NaN,28,0,0,La Maison du Whisky (LMDW),4,93.22,WB12210,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,51.9 % Vol.,NaN,0,0,NaN,0,NONE,NaN,Tobermory,0,0,1972,0,0,0,NaN,NaN,23 years old,0,NaN,0,0,0,0,22,700 ml,0,0,NaN,NaN
550,0,02 May 2010 5:00 pm,0,31,NaN,29,0,0,Cadenhead (CA),18,93.21,WB15693,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,57.6 % Vol.,Oak Cask,0,0,NaN,0,€ 1500.00,08.1992,Ardbeg,0,0,07.1974,0,0,0,NaN,NaN,18 years old,0,NaN,0,0,0,0,31,700 ml,0,0,Authentic Collection - 150th Anniversary Bottling,NaN
551,0,27 Dec 2010 1:50 pm,0,31,NaN,20,0,0,Distillery Bottling,26,93.21,WB19864,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,44.0 % Vol.,Matusalem Sherry Finish,0,0,497,0,€ 7851.53,NaN,Dalmore,0,0,1981,0,0,0,NaN,NaN,28 years old,0,NaN,0,0,0,0,31,700 ml,0,0,Matusalem Sherry Finesse,NaN
552,0,16 Jan 2010 7:08 pm,0,92,NaN,19,0,0,Gordon & MacPhail (GM),89,93.21,WB13210,0,0,0,0,0,0,0,0,5020613624825,0,0,0,0,0,0,0,0,NaN,Single Malt,43.0 % Vol.,1st Fill Sherry Cask,0,0,NaN,0,€ 3080.99,2008,Macallan,0,0,1972,0,0,0,JH/ACB,NaN,NaN,0,NaN,0,0,0,0,92,700 ml 750 ml,0,0,Speymalt,NaN
553,0,21 Dec 2012 12:02 am,0,30,NaN,31,0,0,Intertrade (It),18,93.21,WB38818,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,50.6 % Vol.,Sherry Wood,0,0,NaN,0,€ 2241.67,1985,Glenfiddich,0,0,1956,0,0,0,NaN,NaN,29 years old,0,NaN,0,0,0,0,30,750 ml,0,0,Pure Malt Scotch Whisky,NaN
554,0,06 Feb 2009 10:19 am,0,49,NaN,12,0,0,Distillery Bottling,19,93.21,WB6378,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,46.0 % Vol.,Sherry Hogsheads,0,0,240,0,€ 4556.57,24.06.2002,Glenfarclas,0,0,25.12.1959,0,0,0,NaN,3232 - 3235,42 years old,0,NaN,0,0,0,0,49,700 ml,0,0,Historic Reserve N°2,NaN
555,0,25 Jan 2013 10:35 pm,0,21,NaN,6,0,0,Signatory Vintage (SV),5,93.21,WB39663,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,50.6 % Vol.,NaN,0,0,208,0,NONE,22.06.2000,Springbank,0,0,30.09.1969,0,0,0,NaN,1687,30 years old,0,NaN,0,0,0,0,21,700 ml,0,0,Vintage Collection - Dumpy,NaN
556,0,12 Jan 2010 8:45 pm,0,30,NaN,11,0,0,Signatory Vintage (SV),18,93.21,WB13048,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,52.8 % Vol.,Pale Oloroso Butt,0,0,550,0,€ 10782.39,15.02.1996,Ardbeg,0,0,15.02.1967,0,0,0,96/265,576,29 years old,0,NaN,0,0,0,0,30,700 ml,0,0,Vintage Collection - Dumpy,NaN
557,0,25 Aug 2013 7:32 pm,0,31,NaN,10,0,0,Distillery Bottling,36,93.21,WB44031,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,43.0 % Vol.,Sherry Wood,0,0,NaN,0,€ 3199.00,1982,Macallan,0,0,1964,0,0,0,NaN,NaN,NaN,0,NaN,0,0,0,0,31,750 ml 750 ml 750 ml,0,0,Special Selection,NaN
558,0,29 Jan 2017 6:10 pm by MaltMartin,0,24,NaN,2,0,0,Duncan Taylor (DT),2,93.2,WB92139,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,44.3 % Vol.,NaN,0,0,NaN,0,NONE,2008,Macallan,0,0,1973,0,0,0,NaN,ECS 51,35 years old,0,NaN,0,0,0,0,24,200 ml,0,0,Rare Auld,NaN
559,0,22 Jan 2012 7:44 pm,0,54,NaN,15,0,0,Gordon & MacPhail (GM),34,93.19,WB29704,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,40.0 % Vol.,NaN,0,0,NaN,0,€ 2149.00,2010,Glen Grant,0,0,1956,0,0,0,NaN,NaN,NaN,0,NaN,0,0,0,0,54,700 ml,0,0,Licensed Bottling,NaN
560,0,24 May 2011 6:07 pm,0,56,NaN,14,0,0,Gordon & MacPhail (GM),51,93.19,WB22033,0,0,0,0,0,0,0,0,5020613024915,0,0,0,0,0,0,0,0,NaN,Single Malt,43.0 % Vol.,Sherry,0,0,NaN,0,€ 5382.40,2010,Macallan,0,0,1971,0,0,0,AJ/JHCB,NaN,39 years old,0,NaN,0,0,0,0,56,700 ml,0,0,Speymalt,NaN
561,0,19 Jan 2010 11:49 pm,0,37,NaN,10,0,0,Signatory Vintage (SV),25,93.19,WB13331,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,54.2 % Vol.,Sherry Butt,0,0,652,0,€ 2750.00,05.07.1999,Macallan,0,0,27.12.1971,0,0,0,99/811,12/096/28,27 years old,0,NaN,0,0,0,0,37,700 ml,0,0,Vintage Collection - Dumpy,NaN
562,0,23 Jul 2009 9:40 pm,0,32,NaN,23,0,0,Distillery Bottling,28,93.19,WB9751,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,47.1 % Vol.,NaN,0,0,300,0,€ 5465.08,NaN,Springbank,0,0,1966,0,0,0,NaN,NaN,34 years old,0,NaN,0,0,0,0,32,700 ml,0,0,Lateltin Lanz Ingold AG,NaN
563,0,16 May 2009 3:48 pm,0,33,NaN,14,0,0,Distillery Bottling,19,93.19,WB8241,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,52.0 % Vol.,Sherry Hogshead,0,0,161,0,€ 6350.93,16.07.2008,Glenfarclas,0,0,1962,0,0,0,NaN,2647,46 years old,0,NaN,0,0,0,0,33,700 ml,0,0,The Family Casks (Release III),NaN
564,0,08 Nov 2008 8:24 pm,0,39,NaN,18,0,0,Gordon & MacPhail (GM),30,93.19,WB4483,0,0,0,0,0,0,0,0,5020613034198,0,0,0,0,0,0,0,0,51 years old,Single Malt,40.0 % Vol.,Refill Sherry Cask,0,0,NaN,0,€ 3152.99,13.01.2006,Glen Grant,0,0,24.04.1954,0,0,0,JE/DJC,1818,NaN,0,NaN,0,0,0,0,39,700 ml,0,0,Licensed Bottling,Green Box
565,0,08 Dec 2015 12:16 pm by Sjaunja,0,33,NaN,28,0,0,Distillery Bottling,47,93.19,WB75398,0,1,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,40.8 % Vol.,Rum Barrel,0,0,184,0,€ 1546.32,09.2015,Glenglassaugh,0,0,30.01.1974,0,0,1,NaN,1282/1,41 years old,0,NaN,0,0,0,0,33,700 ml,0,0,Rare Cask Release - Batch 2,NaN
566,0,14 Sep 2008 1:45 am,0,84,NaN,52,0,0,Sestante (Ses),63,93.19,WB3723,0,1,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,0,NaN,Single Malt,58.1 % Vol.,Sherry Wood,0,0,NaN,1,€ 3866.53,1990,Longmorn,1,0,1971,0,0,0,NaN,NaN,18 years old,0,NaN,0,0,0,0,84,750 ml,0,0,Antica Casa Marchesi Spinola,NaN
567,0,21 Oct 2008 6:25 pm,0,29,NaN,12,0,0,Douglas Laing (DL),31,93.19,WB4235,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,50.0 % Vol.,NaN,0,0,238,0,€ 9738.50,01.2000,Ardbeg,0,0,10.1972,0,0,0,NaN,NaN,27 years old,0,NaN,0,0,0,0,29,700 ml,0,0,Old Malt Cask,NaN
568,0,01 Sep 2014 8:02 am by Alex,0,30,NaN,6,0,0,Distillery Bottling,20,93.19,WB57752,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,48.3 % Vol.,Sherry Butt,0,0,192,0,€ 2706.76,26.03.2014,Glenfarclas,0,0,1964,0,0,0,NaN,4730,49 years old,0,NaN,0,0,0,0,30,60 ml 700 ml 750 ml,0,0,The Family Casks (Release S14),NaN
569,0,19 May 2014 8:24 pm by Lyric,0,28,IMPORTATEUR Gouin SA 64 Bis - PARIS - FRANCE,3,0,0,Distillery Bottling,3,93.19,WB54993,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,43.0 % Vol.,NaN,0,0,NaN,0,€ 850.00,1989,Macallan,0,0,1964,0,0,0,NaN,NaN,25 years old,0, France,0,0,0,0,28,750 ml,0,0,The Anniversary Malt,NaN
570,0,14 Oct 2011 12:51 pm,0,42,NaN,23,0,0,Gordon & MacPhail (GM),28,93.18,WB25898,0,0,0,0,0,0,0,0,5020613372528,0,0,0,0,0,0,0,0,59 years old,Single Malt,40.0 % Vol.,1st Fill Sherry Butt,0,0,NaN,0,€ 3073.37,15.02.2011,Glen Grant,0,0,11.10.1951,0,0,0,NaN,3198,NaN,0,NaN,0,0,0,0,42,700 ml,0,0,Licensed Bottling,NaN
571,0,06 May 2016 12:14 pm by Baanaanaabob,0,43,NaN,26,0,0,Gordon & MacPhail (GM),44,93.18,WB81984,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,43.0 % Vol.,Sherry Casks,0,0,NaN,0,€ 1600.92,2016,Macallan,0,0,1974,0,0,0,NaN,NaN,NaN,0,NaN,0,0,0,0,43,700 ml,0,0,Speymalt,NaN
572,1,18 Nov 2007 9:41 pm,0,76,NaN,23,0,0,Signatory Vintage (SV),49,93.18,WB848,0,0,1,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,51.3 % Vol.,Sherry Butt,0,0,445,0,€ 2217.67,15.06.2006,Bowmore,0,0,24.09.1970,0,0,0,6/0443,4687,35 years old,0,NaN,0,0,0,0,76,700 ml,0,0,Cask Strength Collection,NaN
573,1,29 Mar 2009 10:13 pm,0,30,NaN,9,0,0,Duncan Taylor (DT),32,93.18,WB7076,1,0,0,0,0,1,0,0,NaN,1,0,0,0,1,0,0,1,NaN,Single Malt,44.0 % Vol.,Oak Cask,0,1,233,0,€ 790.00,02.2006,Bowmore,1,0,11.1969,1,0,0,NaN,6090,36 years old,0,NaN,0,0,0,0,30,700 ml,0,0,Peerless,NaN
574,0,31 Mar 2012 10:50 pm,0,25,"The Howgate Wine Co. Ltd., Edinburgh",40,0,0,Distillery Bottling,9,93.18,WB31663,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,54.2 % Vol.,NaN,0,0,NaN,0,€ 17351.09,NaN,Bowmore,0,0,1967,0,0,0,NaN,2655/6/7,12 years old,0,NaN,0,0,0,0,25,757 ml,0,0,NaN,95° proof - 26 ²/³ fl.oz.
575,0,08 Dec 2010 3:26 pm,0,56,NaN,15,0,0,Signatory Vintage (SV),24,93.17,WB19456,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,1,NaN,Single Malt,51.2 % Vol.,Sherry butt,0,0,157,0,€ 8984.98,13.08.2004,Springbank,0,0,16.06.1970,0,0,1,NaN,1631,34 years old,0,NaN,0,1,0,0,56,700 ml,0,0,The Prestonfield,NaN
576,0,22 Jun 2011 1:54 pm,0,26,Intertrade (Rimini - Italy),46,0,0,Gordon & MacPhail (GM),19,93.17,WB23049,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,58.8 % Vol.,NaN,0,0,507,0,NONE,11.07.1988,Longmorn,0,0,18.03.1972,0,0,0,NaN,NaN,16 years old,1,NaN,0,0,0,0,26,750 ml,0,0,NaN,"Highlander label, Clear bottle"
577,0,09 Aug 2015 12:07 pm,0,31,NaN,13,0,0,Murray McDavid (MM),36,93.17,WB70922,0,0,0,0,0,0,0,0,618105701465,0,0,0,0,0,0,0,0,NaN,Single Malt,40.3 % Vol.,Bourbon Cask,0,0,726,0,€ 2349.62,NaN,Macallan,0,0,1969,0,0,0,NaN,NaN,35 years old,0,NaN,0,0,0,0,31,700 ml,0,0,Celtic Heartlands,NaN
578,0,23 Apr 2016 9:24 am by GlenPiWi,0,172,NaN,100,0,0,Malts of Scotland (MoS),158,93.17,WB81427,0,1,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,56.8 % Vol.,Sherry Hogshead,0,0,225,0,€ 1594.66,2016,Port Ellen,0,0,1982,0,0,0,NaN,MoS 16017,NaN,0,NaN,0,0,0,0,172,50 ml 700 ml,0,0,Diamonds,NaN
579,0,21 Sep 2011 2:11 pm,0,23,NaN,4,0,0,Distillery Bottling,13,93.17,WB25376,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,40.0 % Vol.,NaN,0,0,NaN,0,€ 10129.46,NaN,Macallan,0,0,1937,0,0,0,NaN,NaN,NaN,0,NaN,0,0,0,0,23,750 ml,0,0,NaN,Golden screw cap
580,0,12 Mar 2010 12:40 pm,0,21,NaN,11,0,0,Distillery Bottling,9,93.17,WB14399,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,52.3 % Vol.,Bourbon Oak Cask,0,0,NaN,0,€ 7586.68,10.1996,Springbank,0,0,02.1966,0,0,0,NaN,1966 470,30 years old,0, United States,0,0,0,0,21,750 ml,0,0,Local Barley,NaN
581,0,28 May 2011 9:41 am,0,32,NaN,22,0,0,Gordon & MacPhail (GM),18,93.17,WB22357,0,0,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,0,NaN,Single Malt,62.2 % Vol.,NaN,0,0,NaN,0,NONE,NaN,Longmorn,0,0,1969,0,0,0,NaN,NaN,NaN,0,NaN,0,0,0,0,32,750 ml,0,0,Original Cask - Natural High Strength,NaN
582,0,12 Oct 2008 6:55 pm,0,37,NaN,15,0,0,Distillery Bottling,22,93.17,WB4035,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,46.0 % Vol.,Oak Casks,0,0,NaN,0,€ 2291.11,01.1992,Springbank,0,0,04.1967,0,0,0,NaN,NaN,24 years old,0,NaN,0,0,0,0,37,700 ml 750 ml,0,0,NaN,NaN
583,0,14 Aug 2012 4:22 am,0,24,NaN,4,0,0,Distillery Bottling,5,93.17,WB34503,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,48.0 % Vol.,Sherry Hogshead,0,0,NaN,0,€ 1400.00,2012,Glenfarclas,0,0,1961,0,0,0,NaN,3050,NaN,0,NaN,0,0,0,0,24,700 ml,0,0,The Family Casks (Release IX),NaN
584,0,27 Jan 2010 9:45 am,0,33,NaN,35,0,0,Distillery Bottling,40,93.17,WB13290,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,48 years old,Single Malt,50.5 % Vol.,Oloroso Sherry Casks,0,0,336,0,€ 4231.57,07.12.2009,Glenfarclas,0,0,29.09.1961,0,0,0,NaN,3052 + 53,NaN,0, Germany,0,0,0,0,33,700 ml,0,0,Premium Casks,NaN
585,0,21 Oct 2015 9:40 pm by Black Widow,0,27,NaN,11,0,0,Gordon & MacPhail (GM),22,93.16,WB73507,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,43.0 % Vol.,Sherry Casks,0,0,NaN,0,€ 15367.71,2015,Macallan,0,0,1966,0,0,0,NaN,NaN,NaN,0,NaN,0,0,0,0,27,700 ml,0,0,Speymalt,NaN
586,0,20 Feb 2012 1:22 pm,0,21,NaN,10,0,0,Signatory Vintage (SV),9,93.16,WB30506,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,54.0 % Vol.,Sherry Butt,0,0,580,0,€ 3588.11,17.09.1997,Springbank,0,0,19.12.1969,0,0,0,97/2142,2383,27 years old,0,NaN,0,0,0,0,21,700 ml,0,0,Vintage Collection - Dumpy,NaN
587,0,07 Sep 2011 9:59 pm,0,28,NaN,4,0,0,Duncan Taylor (DT),5,93.16,WB25231,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,40.1 % Vol.,NaN,0,0,289,0,€ 971.00,2010,Macallan,0,0,1969,0,0,0,NaN,8586,41 years old,0,NaN,0,0,0,0,28,700 ml,0,0,Peerless,NaN
588,0,14 Apr 2009 2:14 pm,0,32,NaN,22,0,0,Signatory Vintage (SV),11,93.16,WB7379,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,58.9 % Vol.,NaN,0,0,275,0,€ 4037.50,01.1991,Ardbeg,0,0,01.12.1972,0,0,0,NaN,3444,18 years old,0,NaN,0,0,0,0,32,750 ml,0,0,Vintage Collection - Dumpy,NaN
589,0,21 Sep 2012 2:19 pm,0,112,NaN,34,0,0,Distillery Bottling,74,93.16,WB35550,0,0,0,0,0,0,0,0,5060193841205,0,0,0,0,0,0,0,0,NaN,Single Malt,50.2 % Vol.,Red Port Finish,0,0,372,0,€ 1749.34,07.2012,Glenglassaugh,0,0,07.1967,0,0,0,NaN,NaN,45 years old,0,NaN,0,0,0,0,112,700 ml,0,0,The Massandra Connection,NaN
590,0,06 Feb 2009 10:01 am,0,39,NaN,11,0,0,Distillery Bottling,29,93.16,WB6377,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,51.6 % Vol.,Sherry Butt,0,0,455,0,€ 9526.37,27.02.2007,Glenfarclas,0,0,24.09.1958,0,0,0,NaN,2245,48 years old,0,NaN,0,0,0,0,39,700 ml,0,0,The Family Casks,NaN
591,0,10 Jul 2009 9:53 am,0,34,"Berman Import, to celebrate the wedding of The Prince of Wales and Lady Diana Spencer.",20,0,0,Distillery Bottling,50,93.16,WB9715,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,43.0 % Vol.,NaN,0,0,NaN,0,€ 9674.17,1981,Macallan,0,0,1948 and 1961,0,0,0,NaN,NaN,NaN,0, United States,0,0,0,0,34,750 ml,0,0,Royal Marriage 1948 & 1961,NaN
