,Fresh Fruit,Added on,Sweaty,Member ratings,Bottled for,Wishlist num,Leafy,Oily,Bottler,Collection,All Rating,Whiskybase ID,Kippery,Citric,Sherried,Mossy,Nutty,Toasted,Plastic,Solvent,Barcode,Medicinal,Coal-gas,Husky,Yeasty,Hay-like,Leathery,Vegetative,Dried Fruit,Calculated age,Category,Strength,Casktype,Green-House,New Wood,Number of bottles,Honey,Price,Bottled,Distillery,Vanilla,Malt Extract,Vintage,Cooked Fruit,Tobacco,Chocolate,Bottle code,Casknumber,Stated Age,Smokey,Market,Cooked Vegetable,Old Wood,Cooked Mash,Rubbery,Votes,Size,Fragant,Sandy,Bottling serie,Label
0,1,26 Jul 2011 1:19 pm,0,42,Imported by S. Samaroli,121,0,1,R. W. Duthie & Co. (RWD),45,96.31,WB24413,0,1,1,0,1,0,0,0,NaN,0,2,0,0,0,1,0,1,NaN,Single Malt,57.0 % Vol.,Sherry Cask,0,0,720,0,€ 65431.00,1982,Laphroaig,0,0,1967,1,1,2,NaN,NaN,15 years old,1, Italy,0,1,0,0,42,750 ml,0,1,NaN,NaN
1,0,28 Jun 2011 4:56 pm,0,20,"Osteria Apostoli, Milan - Imported by Samaroli",78,0,0,R. W. Duthie & Co. (RWD),29,96.06,WB23249,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,57.1 % Vol.,NaN,0,0,NaN,0,€ 8999.00,1984,Laphroaig,0,0,1970,0,0,0,NaN,4367,14 years old,0, Italy,0,0,0,0,20,750 ml,0,0,NaN,NaN
2,0,05 Jun 2009 1:20 pm,0,65,NaN,145,0,0,Samaroli (Sa),53,96.05,WB8854,0,0,1,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,53.0 % Vol.,NaN,0,0,720,0,€ 69844.00,1984,Bowmore,0,0,1966,0,0,2,NaN,NaN,NaN,0,NaN,0,0,0,0,65,750 ml,0,0,Bouquet,NaN
3,0,03 Dec 2009 5:17 pm,0,23,Samaroli,97,0,0,R. W. Duthie & Co. (RWD),29,95.85,WB12078,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,57.0 % Vol.,Sherry Wood,0,0,360,0,€ 29750.00,1986,Strathisla,0,0,1967,0,0,0,NaN,NaN,NaN,0, Italy,0,0,1,0,23,750 ml,0,0,NaN,NaN
4,0,26 Jul 2010 4:32 pm,0,55,NaN,60,0,0,Distillery Bottling,43,95.69,WB17300,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,49.6 % Vol.,Fino Sherry Cask,0,0,300,0,€ 26249.98,2002,Bowmore,0,0,05.11.1964,0,0,0,NaN,NaN,37 years old,0,NaN,0,0,0,0,55,700 ml 750 ml,0,0,The Trilogy Series,NaN
5,0,22 Nov 2013 7:23 pm,0,19,Geo Cowie & Son Ltd.,63,0,0,UD - bottler (UD),4,95.47,WB46607,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,52.0 % Vol.,NaN,0,0,NaN,0,€ 700.00,14.12.1972,Mortlach,0,0,1930,0,0,0,NaN,112,NaN,0,NaN,0,0,0,0,19,700 ml,0,0,Mort Lach,Ausländisches Erzeugnis
6,0,16 Aug 2012 11:39 am,0,20,NaN,24,0,0,Distillery Bottling,8,95.47,WB34513,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,42.9 % Vol.,Fino Sherry Finish,0,0,72,0,€ 29680.16,2012,Bowmore,0,0,1964,0,0,0,NaN,NaN,NaN,0,NaN,0,0,0,0,20,700 ml,0,0,NaN,NaN
7,0,08 Mar 2010 5:11 pm,0,34,NaN,59,0,1,Distillery Bottling,22,95.44,WB14330,0,1,2,0,1,1,0,0,NaN,0,0,0,0,0,1,0,2,NaN,Single Malt,46.0 % Vol.,Sherry Cask,0,1,NaN,1,€ 9781.50,01.1992,Springbank,0,1,12.1962,0,2,2,NaN,NaN,29 years old,1,NaN,0,1,0,0,34,700 ml,0,0,White Label Big Golden S,NaN
8,1,12 Mar 2010 3:38 pm,0,32,NaN,57,0,1,Distillery Bottling,18,95.33,WB14414,0,1,0,0,0,0,0,0,NaN,0,1,0,0,1,1,0,0,32 years old,Single Malt,56.8 % Vol.,Oak Bourbon Cask,0,0,NaN,1,€ 6400.39,04.1998,Springbank,1,0,02.1966,1,1,1,NaN,1966 493,NaN,1,NaN,0,1,0,0,32,700 ml,0,0,Local Barley,NaN
9,0,17 Mar 2010 3:45 pm,0,27,NaN,15,0,0,Gordon & MacPhail (GM),11,95.32,WB14560,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,40.0 % Vol.,NaN,0,0,NaN,0,€ 10750.00,1986,Mortlach,0,0,1936,0,0,0,NaN,NaN,50 years old,0,NaN,0,0,0,0,27,750 ml,0,0,Celtic Series - Book of Kells,Decanter
10,0,28 Sep 2009 4:08 pm,0,67,Samaroli,60,0,0,R. W. Duthie & Co. (RWD),51,95.29,WB10733,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,16 years old,Single Malt,54.0 % Vol.,NaN,0,0,720,0,€ 2365.00,1986,Laphroaig,0,0,1970,0,0,0,NaN,NaN,NaN,0, Italy,0,0,0,0,67,750 ml,0,0,NaN,NaN
11,0,24 Mar 2010 12:24 pm,0,31,NaN,35,0,1,Distillery Bottling,17,95.28,WB14861,0,0,1,0,1,0,0,0,NaN,0,0,0,0,0,1,0,1,NaN,Single Malt,48.8 % Vol.,Sherry Hogshead,0,0,147,0,€ 6450.00,13.08.2009,Glenfarclas,0,0,1959,1,1,1,NaN,1838,50 years old,0,NaN,0,1,0,0,31,60 ml 700 ml,1,0,The Family Casks (Release IV),NaN
12,0,29 Jun 2009 12:12 pm,0,116,NaN,190,0,0,Distillery Bottling,69,95.27,WB9260,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,57.1 % Vol.,Sherry Wood,0,0,2400,0,€ 10087.69,1982,Springbank,0,0,NaN,0,0,0,NaN,NaN,12 years old,0,NaN,0,0,0,0,116,750 ml,0,0,Imported by Samaroli,NaN
13,0,13 Jan 2008 2:48 pm,0,49,NaN,90,0,0,Distillery Bottling,60,95.26,WB1306,0,0,0,0,0,0,0,0,NaN,1,1,0,0,0,0,0,0,22 years old,Single Malt,56.0 % Vol.,Sherry Butt,0,0,497,0,€ 9872.03,23.06.1999,Ardbeg,0,0,24.11.1976,0,0,0,NaN,2391,NaN,0,NaN,0,0,0,0,49,700 ml,0,0,Manager's Choice,NaN
14,0,03 Dec 2009 2:42 pm,0,62,NaN,44,0,0,Samaroli (Sa),35,95.22,WB12055,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,58.0 % Vol.,NaN,0,0,720,0,€ 20740.60,1984,Glen Ord,0,0,1962,0,0,0,NaN,NaN,22 years old,0,NaN,0,0,0,0,62,750 ml,0,0,Bouquet,NaN
15,0,07 Aug 2010 5:20 pm,0,59,Samaroli,84,0,0,R. W. Duthie & Co. (RWD),33,95.21,WB17669,0,0,0,0,0,0,1,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,57.0 % Vol.,NaN,0,0,NaN,0,€ 2440.00,1982,Caol Ila,0,0,1968,0,0,0,NaN,NaN,NaN,0, Italy,0,0,0,0,59,750 ml,1,0,Full proof,NaN
16,0,13 Jan 2008 2:48 pm,0,98,NaN,123,0,0,Distillery Bottling,66,95.18,WB1292,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,25 years old,Single Malt,54.5 % Vol.,Sherry butt,0,0,468,0,€ 9423.83,26.03.2002,Ardbeg,0,0,24.11.1976,0,0,0,NaN,2395,NaN,0, Japan,0,0,0,0,98,700 ml,0,0,NaN,NaN
17,0,02 Mar 2014 7:22 pm by wbarchive_350097,0,90,World of Whiskies Exclusive,89,0,0,Distillery Bottling,50,95.14,WB52606,0,0,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,0,NaN,Single Malt,59.1 % Vol.,NaN,0,0,160,0,€ 20519.46,2014,Brora,0,0,1972,0,0,0,NaN,NaN,40 years old,0, United Kingdom,0,0,0,0,90,700 ml,0,0,Limited Edition,Decanter
18,0,04 Feb 2013 8:46 am,0,28,Samaroli,53,0,0,R. W. Duthie & Co. (RWD),17,95.08,WB39752,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,43.0 % Vol.,Sherry Wood,0,0,120,0,€ 980.00,1982,Glen Grant,0,0,NaN,0,0,0,NaN,NaN,27 years old,0, Italy,0,0,0,0,28,750 ml,0,0,NaN,NaN
19,0,19 Dec 2009 3:50 pm,0,133,NaN,90,0,0,Samaroli (Sa),66,95.08,WB12513,0,1,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,59.6 % Vol.,Sherry Wood,0,0,2280,0,€ 12000.00,NaN,Glen Garioch,0,0,1971,0,0,0,NaN,NaN,NaN,0,NaN,0,0,0,0,133,750 ml,0,0,Full Proof,NaN
20,0,12 Mar 2010 12:02 pm,0,76,NaN,85,0,0,Distillery Bottling,53,95.07,WB14391,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,58.1 % Vol.,Oak Sherry Cask,0,0,NaN,0,€ 14245.15,06.1990,Springbank,0,0,01.1966,0,0,0,NaN,1966 443,24 years old,0,NaN,0,0,0,0,76,50 ml 750 ml,0,0,Local Barley - West Highland,NaN
21,1,08 May 2010 10:04 am,0,79,NaN,142,1,0,Signatory Vintage (SV),60,95.07,WB15778,1,2,0,2,0,0,0,0,NaN,0,0,0,0,0,1,0,0,NaN,Single Malt,54.4 % Vol.,Refill Sherry Butt,0,0,356,0,€ 21777.58,14.09.2009,Springbank,0,0,12.02.1969,1,0,0,09/471,263,40 years old,0,NaN,0,1,1,0,79,700 ml,0,1,Cask Strength Collection,NaN
22,1,23 Feb 2021 10:43 pm by Mitswhisky,1,32,NaN,95,0,1,Gordon & MacPhail (GM),67,95.03,WB177801,0,2,1,1,2,1,0,0,5020613082359,0,6,0,0,1,1,0,2,67 years old,Single Malt,59.4 % Vol.,first fill sherry butt,0,1,355,2,€ 6977.44,05.01.2021,Glen Grant,1,1,24.12.1953,1,1,3,NaN,4209,NaN,1,NaN,0,1,0,0,32,30 ml 700 ml,0,0,Mr. George Legacy,First Edition
23,0,03 Aug 2007 9:11 pm,0,33,NaN,41,0,0,Distillery Bottling,69,95.03,WB200,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,40.1 % Vol.,NaN,0,0,861,0,€ 25797.15,NaN,Bowmore,0,0,14.01.1957,0,0,0,NaN,216 - 220,38 years old,0,NaN,0,0,0,0,33,700 ml,0,0,NaN,NaN
24,0,27 May 2012 12:36 pm,0,35,NaN,42,0,0,Distillery Bottling,24,95.0,WB33051,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,43.0 % Vol.,Sherry Casks,0,0,NaN,0,€ 8500.00,NaN,Bowmore,0,0,1964,0,0,0,NaN,NaN,NaN,0,NaN,0,0,0,0,35,750 ml,0,0,Islay Pure Malt,NaN
25,0,31 May 2011 5:26 pm,0,25,NaN,24,0,0,Distillery Bottling,18,95.0,WB22175,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,54.9 % Vol.,Dark Sherry,0,0,544,0,€ 41400.00,2002,Macallan,0,0,1970,0,0,0,NaN,241,NaN,0,NaN,0,0,0,0,25,700 ml,0,0,Fine & Rare,NaN
26,0,06 Jan 2011 9:08 pm,0,16,NaN,32,0,0,Distillery Bottling,39,95.0,WB20157,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,43.0 % Vol.,Sherry,0,0,NaN,0,€ 8810.12,1985,Macallan,0,0,1958 / 59,0,0,0,NaN,NaN,25 years old,0,NaN,0,0,0,0,16,750 ml 750 ml,0,0,The Anniversary Malt,NaN
27,0,10 Mar 2011 12:43 pm,0,28,NaN,18,0,0,Distillery Bottling,13,94.96,WB21752,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,58.4 % Vol.,Hogshead,0,0,128,0,€ 18241.00,2002,Macallan,0,0,1972,0,0,0,NaN,4043,29 years old,0,NaN,0,0,0,0,28,50 ml 700 ml,0,0,Fine & Rare,NaN
28,0,30 Jan 2009 8:23 pm,0,44,NaN,59,0,0,Kingsbury (Kb),36,94.95,WB6284,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,43.7 % Vol.,Hogshead,0,0,300,0,€ 2258.03,NaN,Bowmore,0,0,1966,0,0,0,NaN,3300,35 years old,0, Japan,0,0,0,0,44,700 ml,0,0,Celtic Series,NaN
29,0,09 Aug 2010 3:23 pm,0,35,Imported by S. Samaroli,50,0,0,R. W. Duthie & Co. (RWD),23,94.91,WB17730,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,57.0 % Vol.,NaN,0,0,NaN,0,€ 1015.00,1991,Port Ellen,0,0,1981,0,0,0,NaN,NaN,NaN,0, Italy,0,0,0,0,35,700 ml,0,0,NaN,NaN
30,0,13 Jan 2008 2:48 pm,0,90,NaN,88,0,0,Distillery Bottling,87,94.9,WB1307,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,25 years old,Single Malt,53.1 % Vol.,Sherry Butt,0,0,494,0,€ 11473.48,27.04.2002,Ardbeg,0,0,24.11.1976,0,0,0,NaN,2390,NaN,0, United Kingdom,0,0,0,0,90,700 ml,0,0,Feis Ile 2002,NaN
31,0,21 Nov 2007 8:36 pm,0,47,Oddbins,37,0,0,Distillery Bottling,32,94.89,WB892,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,28 years old,Single Malt,44.5 % Vol.,Oak Barrel,0,0,126,0,€ 6739.44,22.10.2002,Ardbeg,0,0,09.08.1974,0,0,0,NaN,3475,NaN,0, United Kingdom,0,0,0,0,47,700 ml,0,0,Single Cask,NaN
32,0,28 Jun 2009 8:09 pm,0,92,"Prestonfield House, Edinburgh",40,0,0,Morrison Bowmore Distillers Ltd (MBo),48,94.88,WB9248,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,43.0 % Vol.,Sherry Wood,0,0,NaN,0,€ 12543.25,NaN,Bowmore,0,0,1965,0,0,1,NaN,47,22 years old,1, Scotland,0,0,0,1,92,750 ml,0,0,NaN,NaN
33,0,10 Oct 2008 10:14 am,0,95,NaN,50,0,0,Distillery Bottling,65,94.87,WB3999,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,42.8 % Vol.,Bourbon cask,0,0,732,0,€ 28672.36,2008,Bowmore,0,0,1964,0,0,0,NaN,NaN,43 years old,0,NaN,0,0,0,0,95,700 ml 750 ml,0,0,NaN,NaN
34,0,23 Sep 2010 10:13 am,0,45,NaN,99,0,0,Distillery Bottling,31,94.85,WB18250,0,0,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,0,NaN,Single Malt,44.8 % Vol.,Five Refill Oak Casks,0,0,275,1,€ 35687.33,2010,Highland Park,0,0,1960,0,1,1,NaN,NaN,50 years old,0,NaN,0,0,0,0,45,700 ml,0,0,Sterling silver frame - exclusively from Harrods ,NaN
35,0,24 Jan 2008 11:47 am,0,49,NaN,60,0,0,Distillery Bottling,68,94.84,WB1434,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,23 years old,Single Malt,53.2 % Vol.,Sherry Butt,0,0,466,0,€ 8868.18,18.07.2000,Ardbeg,0,0,24.11.1976,0,0,0,NaN,2394,NaN,0,NaN,0,0,0,0,49,700 ml,0,0,The Ardbeg Committee,NaN
36,1,23 Dec 2012 11:02 am,0,35,Soffiantino Import,28,0,1,Distillery Bottling,19,94.84,WB38897,0,0,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,0,NaN,Single Malt,50.0 % Vol.,Sherry Casks,0,0,NaN,1,€ 4820.00,NaN,Bowmore,1,0,1967,0,0,1,NaN,NaN,NaN,0, Italy,0,0,0,0,35,750 ml,0,0,NaN,NaN
37,0,24 Nov 2009 9:24 pm,0,45,NaN,57,0,0,Distillery Bottling,28,94.83,WB11895,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,42.2 % Vol.,NaN,0,0,290,0,€ 9038.04,2009,Highland Park,0,0,1964,0,0,0,NaN,NaN,NaN,0,NaN,1,0,0,0,45,700 ml,0,0,Orcadian Vintage Series,NaN
38,0,11 Mar 2010 5:56 pm,0,36,NaN,29,0,0,Gordon & MacPhail (GM),16,94.82,WB14352,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,46.1 % Vol.,"Spanish Oak, ex-Bodega Sherry Hogshead",0,0,54,0,€ 99000.00,15.10.2008,Mortlach,0,0,15.10.1938,0,0,0,NaN,2656,70 years old,0,NaN,0,0,0,0,36,200 ml 700 ml 750 ml,0,0,Crystal Decanter,NaN
39,0,28 Mar 2014 10:13 am by tomso,0,18,NaN,17,0,0,Distillery Bottling,13,94.81,WB53352,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,52.8 % Vol.,NaN,0,0,191,0,€ 4950.00,NaN,Dalmore,0,0,NaN,0,0,0,NaN,NaN,50 years old,0,NaN,0,0,0,0,18,100 ml,0,0,NaN,NaN
40,0,22 Jul 2010 8:32 pm,0,27,NaN,22,0,0,Distillery Bottling,34,94.8,WB17255,0,0,1,0,0,1,0,0,NaN,0,0,0,0,0,0,0,1,NaN,Single Malt,45.85 % Vol.,NaN,0,0,NaN,0,€ 6902.01,NaN,Macallan,0,0,1952,0,1,1,NaN,NaN,15 years old,0, Italy,0,0,0,0,27,750 ml,0,0,Rinaldi Import,NaN
41,0,13 Jan 2008 2:48 pm,0,34,Velier,52,0,0,Distillery Bottling,42,94.79,WB1304,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,23 years old,Single Malt,46.7 % Vol.,Sherry Butt,0,0,238,0,€ 3495.00,20.10.1999,Ardbeg,0,0,26.12.1975,0,0,0,NaN,4718,NaN,0, Italy,0,0,0,0,34,700 ml,0,0,Committee Reserve,NaN
42,0,13 May 2009 4:44 pm,0,66,NaN,50,0,0,Distillery Bottling,41,94.78,WB8102,0,0,0,0,0,0,0,0,5000281017754,0,0,0,0,0,0,0,0,NaN,Single Malt,42.8 % Vol.,NaN,0,0,498,0,€ 16954.28,2003,Glenury Royal,0,0,1953,0,0,0,NaN,NaN,50 years old,0,NaN,0,0,0,0,66,700 ml,0,0,Diageo Special Releases 2003,NaN
43,0,19 May 2009 6:38 pm,0,117,NaN,97,0,0,Distillery Bottling,93,94.77,WB8342,0,1,1,0,0,0,0,0,NaN,0,0,0,0,0,0,0,1,NaN,Single Malt,50.0 % Vol.,Sherry Cask,0,0,2000,0,€ 31460.28,1993,Bowmore,0,0,1964,0,0,1,NaN,NaN,29 years old,0,NaN,0,0,0,0,117,700 ml,0,0,First Edition,NaN
44,0,24 Jan 2008 11:47 am,0,82,NaN,65,0,1,Distillery Bottling,87,94.74,WB1432,0,0,1,0,0,0,0,0,NaN,1,0,0,0,0,0,0,0,27 years old,Single Malt,51.4 % Vol.,Sherry butt,0,0,504,1,€ 5910.00,05.05.2004,Ardbeg,0,1,24.11.1976,0,1,0,NaN,2398,NaN,1, United Kingdom,1,1,0,1,82,700 ml,0,0,Islay festival 2004,NaN
45,0,12 Mar 2010 11:54 am,0,45,NaN,47,0,0,Distillery Bottling,30,94.72,WB14389,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,60.7 % Vol.,Oak Sherry Cask,0,0,NaN,0,€ 12375.00,06.1990,Springbank,0,0,01.1966,0,0,0,NaN,1966 441,24 years old,0,NaN,0,0,0,0,45,50 ml 750 ml,0,0,Local Barley - West Highland,NaN
46,0,25 Feb 2010 11:08 pm,0,20,NaN,30,0,0,Distillery Bottling,10,94.72,WB13992,0,0,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,0,NaN,Single Malt,55.1 % Vol.,Bourbon Oak Cask,0,0,NaN,0,€ 4029.00,04.1998,Springbank,0,0,02.1966,0,0,0,NaN,492,32 years old,0,NaN,0,0,0,0,20,700 ml,0,0,Local Barley,NaN
47,0,26 Jun 2009 12:48 pm,0,76,Samaroli,57,0,0,R. W. Duthie & Co. (RWD),44,94.72,WB9189,0,1,1,0,1,0,0,0,NaN,0,0,0,0,1,1,0,1,NaN,Single Malt,57.0 % Vol.,Sherry Wood,0,1,NaN,1,€ 41481.61,1982,Tormore,0,0,1966,1,0,1,NaN,NaN,16 years old,0, Italy,0,0,0,0,76,750 ml,0,0,NaN,NaN
48,0,10 Apr 2022 10:21 pm by Likudi,0,98,NaN,2,0,0,Distillery Bottling,46,94.71,WB207894,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,50.0 % Vol.,Sherry Casks,0,0,NaN,0,€ 11984.92,NaN,Bowmore,0,0,1965,0,0,0,NaN,NaN,NaN,0,NaN,0,0,0,0,98,750 ml,0,0,Islay Pure Malt,NaN
49,0,13 May 2010 8:23 pm,0,98,P. Soffiantino & C. S.p.A. Genova,30,0,0,Distillery Bottling,46,94.71,WB15931,0,0,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,0,NaN,Single Malt,50.0 % Vol.,Sherry Casks,0,0,NaN,0,€ 7980.57,NaN,Bowmore,0,0,1965,0,0,0,NaN,NaN,NaN,0, Italy,0,0,0,0,98,750 ml,0,0,Islay Pure Malt,NaN
50,0,21 Jul 2009 12:28 pm,0,21,NaN,28,0,0,Distillery Bottling,8,94.71,WB10160,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,52.0 % Vol.,Dark Sherry,0,0,60,0,€ 106849.80,1978,Dalmore,0,0,1928,0,0,0,NaN,NaN,50 years old,0,NaN,0,0,0,0,21,700 ml,0,0,Crystal Decanter,NaN
51,0,14 Oct 2009 3:03 pm,0,79,NaN,51,0,0,Distillery Bottling,79,94.7,WB11164,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,42.4 % Vol.,3 Bourbon & 1 Oloroso Sherry Casks,0,0,701,0,€ 24963.79,2009,Bowmore,0,0,05.11.1964,0,0,0,NaN,NaN,44 years old,0,NaN,0,0,0,0,79,700 ml 750 ml,0,0,NaN,NaN
52,0,19 May 2009 6:48 pm,0,96,NaN,59,0,0,Distillery Bottling,93,94.69,WB8341,0,0,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,0,NaN,Single Malt,49.0 % Vol.,Oloroso Sherry Butt,0,0,1812,0,€ 28588.26,1995,Bowmore,0,0,1964,0,0,0,NaN,NaN,31 years old,0,NaN,0,0,0,0,96,700 ml,0,0,Final Edition,NaN
53,0,05 Jun 2009 1:23 pm,0,35,NaN,40,0,0,High Spirits' Collection (HSC),30,94.69,WB8855,0,1,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,43.7 % Vol.,NaN,0,0,175,0,€ 4244.00,07.2001,Bowmore,0,0,05.1966,0,0,0,NaN,3300,35 years old,0,NaN,0,0,0,0,35,750 ml,0,0,The Scottish Colourists,NaN
54,0,05 Aug 2010 4:11 pm,0,63,NaN,44,0,1,Samaroli (Sa),30,94.69,WB17395,0,0,1,0,1,1,0,0,NaN,1,0,0,0,0,1,0,1,NaN,Single Malt,60.8 % Vol.,Sherry Wood,0,0,600,0,€ 700.00,1985,Longmorn,0,0,1974,1,1,1,NaN,NaN,NaN,1,NaN,0,1,1,0,63,750 ml,0,0,Natural Strength,NaN
55,0,24 Jan 2008 11:47 am,0,52,NaN,65,0,0,Distillery Bottling,72,94.68,WB1433,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,23 years old,Single Malt,55.0 % Vol.,Sherry Butt,0,0,528,0,€ 8979.79,17.07.2000,Ardbeg,0,0,24.11.1976,0,0,0,NaN,2392,NaN,0,NaN,0,0,0,0,52,700 ml,0,0,The Ardbeg Committee,NaN
56,0,11 Mar 2011 11:34 am,0,38,NaN,42,0,0,Gordon & MacPhail (GM),29,94.67,WB21071,0,0,0,0,0,0,0,0,5020613029194,0,0,0,0,0,0,0,0,56 years old,Single Malt,50.6 % Vol.,1st Fill Sherry Hogshead,0,0,191,0,€ 2569.26,12.2010,Glenlivet,0,0,26.11.1954,0,0,0,NaN,2736,NaN,0,NaN,0,0,0,0,38,700 ml,1,0,Private Collection,NaN
57,0,16 Jan 2010 7:13 pm,0,23,NaN,17,0,0,Distillery Bottling,31,94.67,WB13211,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,43.0 % Vol.,NaN,0,0,NaN,0,€ 3267.00,1998,Macallan,0,0,1972,0,0,0,NaN,NaN,25 years old,0,NaN,0,0,0,0,23,750 ml,0,0,The Anniversary Malt,NaN
58,0,06 Jun 2016 9:33 am by holborndrinker,0,17,NaN,23,0,0,Distillery Bottling,9,94.67,WB83385,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,46.3 % Vol.,ex-Sherry Casks,0,0,450,0,€ 114734.31,2016,Macallan,0,0,NaN,0,0,0,NaN,NaN,65 years old,0,NaN,0,0,0,0,17,700 ml,0,0,Pearless Spirit,NaN
59,0,28 Apr 2010 4:02 pm,0,38,NaN,46,0,0,Distillery Bottling,28,94.67,WB15579,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,50.0 % Vol.,NaN,0,0,300,0,€ 5837.50,10.1997,Highland Park,0,0,1962,0,0,0,NaN,NaN,35 years old,0,NaN,0,0,0,0,38,700 ml,0,0,John Goodwin - Cask Strength,NaN
60,0,20 Jun 2011 9:32 pm,0,45,NaN,56,0,0,Kingsbury (Kb),30,94.65,WB23004,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,54.6 % Vol.,Ex-Sherry Cask,0,0,NaN,0,€ 50321.64,06.1996,Ardbeg,0,0,08.03.1967,0,0,0,NaN,922,29 years old,0,NaN,2,0,0,0,45,700 ml,0,0,NaN,NaN
61,0,25 Sep 2015 11:15 am by Cipidos,0,121,NaN,108,0,0,Distillery Bottling,109,94.62,WB72279,0,0,0,1,0,0,0,0,5060399682077,0,0,0,0,0,0,0,0,NaN,Single Malt,51.1 % Vol.,Pedro Ximénez Sherry Butt,0,0,414,0,€ 8107.38,08.2015,Glendronach,0,0,28.02.1972,0,0,0,NaN,706,43 years old,0,NaN,0,0,0,0,121,700 ml,0,0,Single Cask - Batch 12,NaN
62,0,17 Jul 2013 10:37 pm,0,66,NaN,93,0,0,Distillery Bottling,64,94.62,WB43383,0,0,0,0,1,1,0,0,NaN,0,0,0,0,0,0,0,2,NaN,Single Malt,48.6 % Vol.,Oloroso Sherry Butt,0,0,632,0,€ 5057.33,2013,Glendronach,0,0,24.09.1968,0,0,0,NaN,5,44 years old,1,NaN,0,1,0,0,66,700 ml,0,0,Recherché,NaN
